model_name,tag,split,device,commit,attack,eps,eps255,defense,params,acc_clean,clean_def_acc,clean_penalty,acc_adv,acc_def,drop,recovery,time_ms_per_img,iters,step255,restarts,subset_n,query_budget,queries_per_img,median_l2,mean_l2,notes,run_id
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,pgd20,0.015686,4,median,"{""k"": 3, ""sigma"": null, ""mode"": null}",0.7827,0.7153,-0.0673999999999999,0.6482,0.6119,0.13449999999999995,-0.26988847583643133,4.377416637499118,20,2.0,1,,,,,,loaded,1766642241-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,pgd20,0.031373,8,none,{},0.7827,0.7827,0.0,0.4736,0.4736,0.30909999999999993,0.0,0.2373579624996637,20,2.0,1,,,,,,loaded; baseline-no-defense,1766642241-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,pgd20,0.031373,8,median,"{""k"": 3, ""sigma"": null, ""mode"": null}",0.7827,0.7153,-0.0673999999999999,0.4736,0.4883,0.30909999999999993,0.04755742478162405,4.362036420799267,20,2.0,1,,,,,,loaded,1766642241-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,pgd20,0.047059,12,none,{},0.7827,0.7827,0.0,0.3063,0.3063,0.47639999999999993,0.0,0.22909756660083075,20,2.0,1,,,,,,loaded; baseline-no-defense,1766642241-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,pgd20,0.047059,12,median,"{""k"": 3, ""sigma"": null, ""mode"": null}",0.7827,0.7153,-0.0673999999999999,0.3063,0.3613,0.47639999999999993,0.11544920235096558,4.342215283399856,20,2.0,1,,,,,,loaded,1766642241-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,pgd20,0.015686,4,none,{},0.7827,0.7827,0.0,0.6482,0.6482,0.13449999999999995,0.0,0.22969834170071407,20,2.0,1,,,,,,loaded; baseline-no-defense,1766642528-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,pgd20,0.015686,4,sobel,"{""k"": null, ""sigma"": null, ""mode"": ""per_channel""}",0.7827,0.3267,-0.45599999999999996,0.6482,0.2943,0.13449999999999995,-2.631226765799257,0.2354839167004684,20,2.0,1,,,,,,loaded,1766642528-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,pgd20,0.031373,8,none,{},0.7827,0.7827,0.0,0.4736,0.4736,0.30909999999999993,0.0,0.23045979579910636,20,2.0,1,,,,,,loaded; baseline-no-defense,1766642528-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,pgd20,0.031373,8,sobel,"{""k"": null, ""sigma"": null, ""mode"": ""per_channel""}",0.7827,0.3267,-0.45599999999999996,0.4736,0.2538,0.30909999999999993,-0.7110967324490458,0.23686422080063496,20,2.0,1,,,,,,loaded,1766642528-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,pgd20,0.047059,12,none,{},0.7827,0.7827,0.0,0.3063,0.3063,0.47639999999999993,0.0,0.23276231250056298,20,2.0,1,,,,,,loaded; baseline-no-defense,1766642528-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,pgd20,0.047059,12,sobel,"{""k"": null, ""sigma"": null, ""mode"": ""per_channel""}",0.7827,0.3267,-0.45599999999999996,0.3063,0.2179,0.47639999999999993,-0.18555835432409742,0.23693692499946337,20,2.0,1,,,,,,loaded,1766642528-34ede61
